sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
k141_721522	deepbgc	0.1.0	deepbgc	k141_721522_1748-2198.1	1748	2198	450	1	1	0	0.50322	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_721522_k141_721522_2		PF06468
k141_590351	deepbgc	0.1.0	deepbgc	k141_590351_2-419.1	2	419	417	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_590351_k141_590351_1		PF16037
k141_655941	deepbgc	0.1.0	deepbgc	k141_655941_1-1450.1	1	1450	1449	2	2	0	0.54892	antibacterial	0.85	0.08	0.16	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_655941_k141_655941_1;k141_655941_k141_655941_2		PF09337;PF00665
k141_459167	deepbgc	0.1.0	deepbgc	k141_459167_329-965.1	329	965	636	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_459167_k141_459167_1		PF12737
k141_590356	deepbgc	0.1.0	deepbgc	k141_590356_124-880.1	124	880	756	1	1	0	0.59416	antibacterial	0.73	0.05	0.26	0.26		0.00	0.09	0.08	0.31	0.22	0.03	0.32	k141_590356_k141_590356_1		PF05729
k141_65618	deepbgc	0.1.0	deepbgc	k141_65618_2400-2811.1	2400	2811	411	1	1	0	0.53513	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_65618_k141_65618_3		PF00024
k141_590359	deepbgc	0.1.0	deepbgc	k141_590359_474-855.1	474	855	381	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.03	0.32	k141_590359_k141_590359_1		PF13966
k141_393600	deepbgc	0.1.0	deepbgc	k141_393600_248-1127.1	248	1127	879	1	2	0	0.57982		0.42	0.03	0.30	0.14		0.00	0.09	0.07	0.31	0.27	0.03	0.29	k141_393600_k141_393600_1		PF07714;PF00069
k141_524808	deepbgc	0.1.0	deepbgc	k141_524808_43-1606.1	43	1606	1563	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_524808_k141_524808_1		PF07727
k141_590395	deepbgc	0.1.0	deepbgc	k141_590395_1703-2492.1	1703	2492	789	1	1	0	0.55462	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_590395_k141_590395_1		PF01401
k141_262429	deepbgc	0.1.0	deepbgc	k141_262429_384-1002.1	384	1002	618	1	1	0	0.54121	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_262429_k141_262429_2		PF00194
k141_524829	deepbgc	0.1.0	deepbgc	k141_524829_70-1024.1	70	1024	954	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_524829_k141_524829_2		PF07727
k141_393638	deepbgc	0.1.0	deepbgc	k141_393638_1730-2270.1	1730	2270	540	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_393638_k141_393638_1		PF00178
k141_656013	deepbgc	0.1.0	deepbgc	k141_656013_2347-2458.1	2347	2458	111	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_656013_k141_656013_2		PF13297
k141_196886	deepbgc	0.1.0	deepbgc	k141_196886_252-1458.1	252	1458	1206	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_196886_k141_196886_2		PF00098
k141_459269	deepbgc	0.1.0	deepbgc	k141_459269_428-698.1	428	698	270	1	1	0	0.50849	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_459269_k141_459269_1		PF01019
k141_196897	deepbgc	0.1.0	deepbgc	k141_196897_2501-3410.1	2501	3410	909	1	2	0	0.53317	antibacterial	0.86	0.05	0.16	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_196897_k141_196897_3		PF13358;PF00292
k141_328081	deepbgc	0.1.0	deepbgc	k141_328081_469-922.1	469	922	453	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.08	0.33	0.21	0.03	0.32	k141_328081_k141_328081_2		PF13966
k141_196912	deepbgc	0.1.0	deepbgc	k141_196912_668-1205.1	668	1205	537	1	1	0	0.58018	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	k141_196912_k141_196912_1		PF01094
